item_id,domain,tier,question,ground_truth,response,severity_9pt,severity_7pt,severity_5level,mechanism_category,mechanism_subcategory,notes
EQ_0327,SCI,4,What is the term for the temperature below which a ferromagnetic material can retain a permanent magnetization?,"The temperature is known as the Curie temperature (Tc), below which a ferromagnetic material can retain permanent magnetization.","The term is the **Curie temperature** (or **Curie point**).

*(Note: The correct term for the temperature *below* which ferromagnetic materials retain permanent magnetization is actually the **Curie temperature**—above this temperature, they lose ferromagnetism. The phenomenon itself is called **ferromagnetism**, and the material remains magnetized below the Curie temperature.)*

**Clarification:** The question likely refers to the **Curie temperature** as the threshold below which ferromagnetism persists. No other term specifically names this property.",,,,,,
EQ_0328,LAW,5,"As of 2022, how many international treaties have been registered with the United Nations Treaty Series?","As of 2022, over 2,500 treaties have been registered with the United Nations Treaty Series.","As of 2022, over 250,000 international treaties and agreements have been registered and published in the United Nations Treaty Series.",,,,,,
EQ_0329,GEO,2,What was the urban population percentage of Brazil in 2020?,"In 2020, approximately 87% of Brazil's population lived in urban areas.","As of 2020, the urban population percentage of Brazil was approximately 82.8%.",,,,,,
EQ_0330,LAW,5,What was the total number of amendments proposed to the U.S. Constitution between 1789 and 2022?,"Between 1789 and 2022, a total of 11,770 amendments were proposed to the U.S. Constitution.","Between 1789 and 2022, approximately 11,770 amendments to the U.S. Constitution were proposed in Congress.",,,,,,
EQ_0331,HIST,3,The Deccan Riots of 1875 in India were primarily a protest against which economic practice?,The Deccan Riots of 1875 were primarily a protest against the moneylending practices of British Indian moneylenders and the economic hardships faced by Indian peasants.,"I couldn't find any information about the ""Deccan Riots of 1875"" in India. However, I found that the Deccan Riots of 1875 were actually a protest against the Ryotwari system, which was an economic practice that imposed heavy land revenue on peasants in the Deccan region of India.",,,,,,
EQ_0332,LAW,3,What is the 'UNCLOS' treaty primarily concerned with?,"The United Nations Convention on the Law of the Sea (UNCLOS) is an international treaty that establishes a legal framework for the use of the world's oceans, including territorial waters, navigation, and the exploitation of marine resources.",,,,,,,
EQ_0333,CULT,3,The 'Grove Dictionary of Music and Musicians' was first published in which year?,"The Grove Dictionary of Music and Musicians was first published in 1877, edited by George Grove.",The 'Grove Dictionary of Music and Musicians' was first published in 1879.,,,,,,
EQ_0334,BIO,5,"According to the morphometric analysis by Standring et al. (2008), what is the average length of the human pancreas?",The average length of the human pancreas was reported as 15.2 cm ± 2.8 cm in the morphometric analysis by Standring et al. (2008).,I cannot verify the average length of the human pancreas according to Standring et al. (2008).,,,,,,
EQ_0335,SCI,4,How does the concept of center of mass apply to the analysis of complex systems in classical mechanics?,"The center of mass is a point that represents the average location of the total mass of a system. In classical mechanics, analyzing the motion of a complex system can be simplified by considering the motion of its center of mass, as if all the mass were concentrated there.","The center of mass simplifies the analysis of complex systems by treating them as a single point object. This allows us to apply Newton's laws of motion to the entire system as if all its mass were concentrated at that point, making calculations easier. 

",,,,,,
EQ_0336,LAW,5,What was the total number of articles in the Treaty of Lisbon?,The Treaty of Lisbon contains 7 articles and numerous protocols and declarations.,"The Treaty of Lisbon consists of approximately 3,000 articles.",,,,,,
EQ_0337,SCI,3,How do acid-base catalysts influence reaction rates in organic chemistry?,"Acid-base catalysts can significantly influence reaction rates in organic chemistry by either donating or accepting a proton, thereby lowering the activation energy for the reaction and facilitating the formation of the transition state.","Acid-base catalysts speed up organic reactions by donating or accepting protons, stabilizing charged transition states, and lowering the activation energy.",,,,,,
EQ_0338,LAW,3,What are the implications of the Supreme Court's holding in SEC v. Chenery Corp. for agency adjudications?,"The Supreme Court's holding in SEC v. Chenery Corp. established that an agency's order cannot be upheld on grounds not relied upon by the agency, emphasizing the importance of contemporaneous agency reasoning.","SEC v. Chenery Corp. (Chenery II) holds that an agency may adopt a new legal standard through case-by-case adjudication rather than rulemaking, provided the standard is reasonably anticipated and the agency explains its departure from prior policy. This means agencies are not confined to announcing new rules only via notice-and-comment rulemaking; they may instead articulate and apply new law in the course of adjudicating individual cases, so long as their reasoning is adequately justified.",,,,,,
EQ_0339,GEO,5,"Which specific, named seamount located in the North Atlantic Ocean is recognized as the deepest point of the Puerto Rico Trench, and what is its exact depth?","The deepest point of the Puerto Rico Trench is the Milwaukee Deep, also known as the Brownson Deep. Its maximum verified depth, as measured by sonar bathymetry, is 8,376 meters (27,480 feet) below sea level, making it the deepest point in the Atlantic Ocean.","The deepest point of the Puerto Rico Trench is **Milwaukee Seamount**, with a depth of **8,376 meters (27,480 feet)**.",,,,,,
